activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,23157750,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(NCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2F)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.32', 'le': '0.23', 'lle': '0.56', 'sei': '6.34'}",CHEMBL4871856,,CHEMBL4871856,5.64,0,http://www.openphacts.org/units/Nanomolar,3600135,=,1,1,=,,IC50,nM,,2300.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.3
,23157751,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(NCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1F,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '9.34', 'le': '0.17', 'lle': '-0.80', 'sei': '4.80'}",CHEMBL4861362,,CHEMBL4861362,4.28,0,http://www.openphacts.org/units/Nanomolar,3600136,=,1,1,=,,IC50,nM,,53000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,53.0
,23157752,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ccc(NCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.91', 'le': '0.25', 'lle': '0.55', 'sei': '8.02'}",CHEMBL4876865,,CHEMBL4876865,6.10,0,http://www.openphacts.org/units/Nanomolar,3600137,=,1,1,=,,IC50,nM,,790.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.79
,23157753,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(NCC3CCNCC3)nc2C(=O)Nc2ccc(-c3ccoc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.35', 'le': '0.23', 'lle': '1.43', 'sei': '5.05'}",CHEMBL4867226,,CHEMBL4867226,5.96,0,http://www.openphacts.org/units/Nanomolar,3600138,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.1
,23157754,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(NCC3CCNCC3)nc2-c2ccc(-c3ccsc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.39', 'le': '0.20', 'lle': '-0.68', 'sei': '6.24'}",CHEMBL4861719,,CHEMBL4861719,4.73,0,http://www.openphacts.org/units/Nanomolar,3600139,=,1,1,=,,IC50,nM,,18500.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,18.5
,23157755,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccsc3)cc2)ccc1C(N)=O,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.64', 'le': '0.20', 'lle': '0.30', 'sei': '5.36'}",CHEMBL4862031,,CHEMBL4862031,5.33,0,http://www.openphacts.org/units/Nanomolar,3600140,=,1,1,=,,IC50,nM,,4700.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,4.7
,23157756,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCCCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.23', 'le': '0.19', 'lle': '-2.00', 'sei': '6.06'}",CHEMBL4874411,,CHEMBL4874411,4.50,0,http://www.openphacts.org/units/Nanomolar,3600141,=,1,1,=,,IC50,nM,,32000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,32.0
,23157757,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCc3ccccc3)nc2-c2ccc(-c3ccoc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.68', 'le': '0.23', 'lle': '-0.62', 'sei': '7.41'}",CHEMBL4878816,,CHEMBL4878816,5.50,0,http://www.openphacts.org/units/Nanomolar,3600142,=,1,1,=,,IC50,nM,,3200.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,3.2
,23157758,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.59', 'le': '0.25', 'lle': '1.14', 'sei': '6.72'}",CHEMBL4868828,,CHEMBL4868828,5.80,0,http://www.openphacts.org/units/Nanomolar,3600143,=,1,1,=,,IC50,nM,,1600.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.6
,23157759,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCCCOc1cnc(-c2ccc(CN)cc2)c(-c2ccc(-c3ccoc3)cc2)n1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '14.70', 'le': '0.27', 'lle': '1.63', 'sei': '5.87'}",CHEMBL4865804,,CHEMBL4865804,5.89,0,http://www.openphacts.org/units/Nanomolar,3600144,=,1,1,=,,IC50,nM,,1300.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.3
,23157760,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CNCCOc1cnc(-c2ccc(CN)cc2)c(-c2ccc(-c3ccoc3)cc2)n1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '14.18', 'le': '0.26', 'lle': '1.55', 'sei': '6.59'}",CHEMBL4854475,,CHEMBL4854475,5.68,0,http://www.openphacts.org/units/Nanomolar,3600145,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.1
,23157761,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,CC(Oc1cnc(-c2ccc(CN)cc2)c(-c2ccc(-c3ccoc3)cc2)n1)C1CCNCC1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '14.56', 'le': '0.27', 'lle': '1.32', 'sei': '7.68'}",CHEMBL4861948,,CHEMBL4861948,6.62,0,http://www.openphacts.org/units/Nanomolar,3600146,=,1,1,=,,IC50,nM,,240.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.24
,23157762,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NC(=O)c1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.11', 'le': '0.24', 'lle': '1.41', 'sei': '5.77'}",CHEMBL4848934,,CHEMBL4848934,5.96,0,http://www.openphacts.org/units/Nanomolar,3600147,=,1,1,=,,IC50,nM,,1100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.1
,23157763,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NC(=O)c1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1F,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '11.93', 'le': '0.22', 'lle': '0.95', 'sei': '5.46'}",CHEMBL4861055,,CHEMBL4861055,5.64,0,http://www.openphacts.org/units/Nanomolar,3600148,=,1,1,=,,IC50,nM,,2300.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.3
,23157764,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,ONCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.97', 'le': '0.24', 'lle': '0.99', 'sei': '6.41'}",CHEMBL4847637,,CHEMBL4847637,5.92,0,http://www.openphacts.org/units/Nanomolar,3600149,=,1,1,=,,IC50,nM,,1200.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.2
,23157765,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(CN)ccc1-c1ncc(OCC2CCNCC2)nc1-c1ccc(-c2ccoc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.29', 'le': '0.22', 'lle': '0.37', 'sei': '6.48'}",CHEMBL4851672,,CHEMBL4851672,5.58,0,http://www.openphacts.org/units/Nanomolar,3600150,=,1,1,=,,IC50,nM,,2600.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.6
,23157766,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1cccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2)c1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.57', 'le': '0.23', 'lle': '0.63', 'sei': '6.42'}",CHEMBL4863791,,CHEMBL4863791,5.54,0,http://www.openphacts.org/units/Nanomolar,3600151,=,1,1,=,,IC50,nM,,2900.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.9
,23157767,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2CO)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4854841,,CHEMBL4854841,,0,http://www.openphacts.org/units/Nanomolar,3600152,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157768,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(-c3ccoc3)cc2F)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '11.07', 'le': '0.20', 'lle': '0.03', 'sei': '5.89'}",CHEMBL4846822,,CHEMBL4846822,5.08,0,http://www.openphacts.org/units/Nanomolar,3600153,=,1,1,=,,IC50,nM,,8400.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,8.4
,23157769,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(-c2ccoc2)ccc1-c1nc(OCC2CCNCC2)cnc1-c1ccc(CN)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.16', 'le': '0.22', 'lle': '0.80', 'sei': '6.00'}",CHEMBL4855625,,CHEMBL4855625,5.72,0,http://www.openphacts.org/units/Nanomolar,3600154,=,1,1,=,,IC50,nM,,1900.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.9
,23157770,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(-c2ccoc2)ccc1-c1nc(OCC2CCNCC2)cnc1-c1ccc(CN)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.49', 'le': '0.19', 'lle': '-0.45', 'sei': '5.53'}",CHEMBL4857566,,CHEMBL4857566,4.77,0,http://www.openphacts.org/units/Nanomolar,3600155,=,1,1,=,,IC50,nM,,17100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,17.1
,23157771,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(-c2nc(OCC3CCNCC3)cnc2-c2ccc(CN)cc2)ccc1-c1ccoc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.94', 'le': '0.20', 'lle': '-0.25', 'sei': '5.77'}",CHEMBL4853322,,CHEMBL4853322,4.97,0,http://www.openphacts.org/units/Nanomolar,3600156,=,1,1,=,,IC50,nM,,10600.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.6
,23157772,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,COc1cc(-c2nc(OCC3CCNCC3)cnc2-c2ccc(CN)cc2)ccc1-c1ccoc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.83', 'le': '0.20', 'lle': '0.18', 'sei': '5.34'}",CHEMBL4858346,,CHEMBL4858346,5.10,0,http://www.openphacts.org/units/Nanomolar,3600157,=,1,1,=,,IC50,nM,,8000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,8.0
,23157773,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,N#Cc1cc(-c2nc(OCC3CCNCC3)cnc2-c2ccc(CN)cc2)ccc1-c1ccoc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.34', 'le': '0.22', 'lle': '0.96', 'sei': '5.22'}",CHEMBL4874742,,CHEMBL4874742,5.75,0,http://www.openphacts.org/units/Nanomolar,3600158,=,1,1,=,,IC50,nM,,1800.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.8
,23157774,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C(=O)N3CCCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.36', 'le': '0.19', 'lle': '1.01', 'sei': '5.23'}",CHEMBL4860156,,CHEMBL4860156,4.89,0,http://www.openphacts.org/units/Nanomolar,3600159,=,1,1,=,,IC50,nM,,13000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,13.0
,23157775,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C(=O)N3CCOCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4874217,,CHEMBL4874217,,0,http://www.openphacts.org/units/Nanomolar,3600160,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157776,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C(=O)N3CCCCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '11.23', 'le': '0.21', 'lle': '1.19', 'sei': '5.84'}",CHEMBL4855862,,CHEMBL4855862,5.46,0,http://www.openphacts.org/units/Nanomolar,3600161,=,1,1,=,,IC50,nM,,3500.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,3.5
,23157777,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C3CCOC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '14.01', 'le': '0.26', 'lle': '2.08', 'sei': '7.57'}",CHEMBL4849574,,CHEMBL4849574,6.23,0,http://www.openphacts.org/units/Nanomolar,3600162,=,1,1,=,,IC50,nM,,590.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.59
,23157778,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2cccc(C3CCOC3)c2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4875019,,CHEMBL4875019,,0,http://www.openphacts.org/units/Nanomolar,3600163,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157779,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(N3CCCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.63', 'le': '0.23', 'lle': '1.35', 'sei': '7.34'}",CHEMBL4858220,,CHEMBL4858220,5.60,0,http://www.openphacts.org/units/Nanomolar,3600164,=,1,1,=,,IC50,nM,,2500.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.5
,23157780,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(N3CCCCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4874027,,CHEMBL4874027,,0,http://www.openphacts.org/units/Nanomolar,3600165,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
,23157781,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C3CCCCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '10.49', 'le': '0.19', 'lle': '-0.91', 'sei': '6.56'}",CHEMBL4853899,,CHEMBL4853899,4.79,0,http://www.openphacts.org/units/Nanomolar,3600166,=,1,1,=,,IC50,nM,,16200.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,16.2
,23157782,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C3CCNCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.04', 'le': '0.22', 'lle': '1.40', 'sei': '6.47'}",CHEMBL4865496,,CHEMBL4865496,5.51,0,http://www.openphacts.org/units/Nanomolar,3600167,=,1,1,=,,IC50,nM,,3100.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,3.1
,23157783,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C3=CCNCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '12.15', 'le': '0.22', 'lle': '1.52', 'sei': '6.51'}",CHEMBL4870120,,CHEMBL4870120,5.54,0,http://www.openphacts.org/units/Nanomolar,3600168,=,1,1,=,,IC50,nM,,2900.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,2.9
,23157784,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(N3CCNCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.49', 'le': '0.25', 'lle': '3.13', 'sei': '7.00'}",CHEMBL4861562,,CHEMBL4861562,6.19,0,http://www.openphacts.org/units/Nanomolar,3600169,=,1,1,=,,IC50,nM,,650.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.65
,23157785,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C3CCOCC3)nc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '13.06', 'le': '0.24', 'lle': '2.06', 'sei': '6.30'}",CHEMBL4865689,,CHEMBL4865689,6.00,0,http://www.openphacts.org/units/Nanomolar,3600170,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,1.0
,23157786,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(C3CCOCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,"{'bei': '15.02', 'le': '0.28', 'lle': '2.35', 'sei': '8.37'}",CHEMBL4872757,,CHEMBL4872757,6.89,0,http://www.openphacts.org/units/Nanomolar,3600171,=,1,1,=,,IC50,nM,,130.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,0.13
,23157787,[],CHEMBL4811973,Inhibition Zika virus NS3B (47 to 95 residues)/NS3 (1 to 170 residues) protease expressed in Escherichia coli BL21 using 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,NCc1ccc(-c2ncc(OCC3CCNCC3)nc2-c2ccc(N3CCOCC3)cc2)cc1,,,CHEMBL4811233,J Med Chem,2021,,CHEMBL4860018,,CHEMBL4860018,,0,http://www.openphacts.org/units/Nanomolar,3600172,>,1,1,>,,IC50,nM,,10000.0,CHEMBL4523954,Zika virus,Genome polyprotein,64320,,,IC50,uM,UO_0000065,,10.0
